#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Function	GO:0097159	Organic cyclic compound binding	118	5916	0.13	0.0205	9606.ENSP00000216605,9606.ENSP00000219252,9606.ENSP00000236273,9606.ENSP00000238616,9606.ENSP00000247986,9606.ENSP00000256996,9606.ENSP00000258149,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000261313,9606.ENSP00000261531,9606.ENSP00000261881,9606.ENSP00000262030,9606.ENSP00000264233,9606.ENSP00000265564,9606.ENSP00000267938,9606.ENSP00000269305,9606.ENSP00000278572,9606.ENSP00000287598,9606.ENSP00000294066,9606.ENSP00000298223,9606.ENSP00000300093,9606.ENSP00000301788,9606.ENSP00000302046,9606.ENSP00000303276,9606.ENSP00000311430,9606.ENSP00000312995,9606.ENSP00000313140,9606.ENSP00000313950,9606.ENSP00000315397,9606.ENSP00000315476,9606.ENSP00000321711,9606.ENSP00000324020,9606.ENSP00000324124,9606.ENSP00000328174,9606.ENSP00000328405,9606.ENSP00000331019,9606.ENSP00000331901,9606.ENSP00000335153,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000342307,9606.ENSP00000344828,9606.ENSP00000345347,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000347032,9606.ENSP00000349142,9606.ENSP00000354645,9606.ENSP00000355506,9606.ENSP00000355731,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356574,9606.ENSP00000356723,9606.ENSP00000356840,9606.ENSP00000357643,9606.ENSP00000357881,9606.ENSP00000358060,9606.ENSP00000358151,9606.ENSP00000359345,9606.ENSP00000359688,9606.ENSP00000359939,9606.ENSP00000360034,9606.ENSP00000360939,9606.ENSP00000361043,9606.ENSP00000361298,9606.ENSP00000361433,9606.ENSP00000361626,9606.ENSP00000362688,9606.ENSP00000363676,9606.ENSP00000366519,9606.ENSP00000367086,9606.ENSP00000367263,9606.ENSP00000367828,9606.ENSP00000368984,9606.ENSP00000369538,9606.ENSP00000370625,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000373474,9606.ENSP00000376056,9606.ENSP00000376306,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000379888,9606.ENSP00000381844,9606.ENSP00000385510,9606.ENSP00000387875,9606.ENSP00000388648,9606.ENSP00000389182,9606.ENSP00000393392,9606.ENSP00000393963,9606.ENSP00000395196,9606.ENSP00000402084,9606.ENSP00000402373,9606.ENSP00000403172,9606.ENSP00000406873,9606.ENSP00000408295,9606.ENSP00000409463,9606.ENSP00000411532,9606.ENSP00000414321,9606.ENSP00000416673,9606.ENSP00000418268,9606.ENSP00000434024,9606.ENSP00000435777,9606.ENSP00000438483,9606.ENSP00000438553,9606.ENSP00000446215,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000449884,9606.ENSP00000451112,9606.ENSP00000453403,9606.ENSP00000477781,9606.ENSP00000480158,9606.ENSP00000481103,9606.ENSP00000481126	MTHFD1,POLR2C,SYF2,NEK9,KIF17,DDB2,MDM2,KIF23,KIF11,PEBP1,SNW1,TIPIN,ATP5B,POLQ,EXOSC7,UBE2Q2,TP53,RPS3,BUB1B,MAP4K2,FOLR2,PLK1,POLR2G,RNASE6,RNASE2,RPL4,CLSPN,EXD2,AURKB,MRPS31,EXOSC4,DIS3L,KIF15,POLR2L,PIF1,DGKA,RPS27L,EEF1G,HSP90AA1,HNRNPA1,RPS2,FOXM1,ZNF678,HMGB1,RPS17,RPL22,PIP4K2C,ATP5C1,GPATCH3,EXO1,CDC42BPA,NEK2,KIF14,QSOX1,FMO4,POU2F1,MKI67,IKZF5,TARS2,HIST2H2BE,RPL5,RPF1,EXOSC1,SERBP1,CMPK1,RAD54L,KIF2C,EXOSC2,YBX1,EIF3I,RPL11,NSUN6,ACOT7,AHNAK,ITM2B,EXOSC9,GDI2,POLR2B,CDK8,RAD51,METTL14,EEF1B2,CIT,SIN3A,CDK1,RPS8,ATL3,GPSM2,KIF4B,CHEK1,RPP30,MYO1A,KIFC1,EARS2,WEE1,ACTA2,RPL6,PAK6,RFC5,ZNF740,TOP2A,RPS24,PATL2,MCM10,H2AFX,RPS13,KPNA2,H2AFJ,RAN,DDIT3,RPLP0,MRPL42,NPC2,NUSAP1,TPT1,POLR2A,E2F8,VPS11
GO Function	GO:0035173	Histone kinase activity	4	16	1.23	0.0268	9606.ENSP00000256442,9606.ENSP00000313950,9606.ENSP00000378699,9606.ENSP00000388648	CCNB1,AURKB,CDK1,CHEK1
GO Function	GO:0097367	Carbohydrate derivative binding	54	2226	0.21	0.0331	9606.ENSP00000216605,9606.ENSP00000238616,9606.ENSP00000247986,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000261313,9606.ENSP00000262030,9606.ENSP00000264233,9606.ENSP00000266058,9606.ENSP00000267938,9606.ENSP00000269305,9606.ENSP00000271651,9606.ENSP00000278353,9606.ENSP00000287598,9606.ENSP00000294066,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000324020,9606.ENSP00000328174,9606.ENSP00000328405,9606.ENSP00000335153,9606.ENSP00000345347,9606.ENSP00000346088,9606.ENSP00000347032,9606.ENSP00000355731,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000357152,9606.ENSP00000357643,9606.ENSP00000358060,9606.ENSP00000360939,9606.ENSP00000361043,9606.ENSP00000361298,9606.ENSP00000367086,9606.ENSP00000367828,9606.ENSP00000370625,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000376306,9606.ENSP00000378699,9606.ENSP00000381844,9606.ENSP00000385451,9606.ENSP00000387875,9606.ENSP00000388648,9606.ENSP00000393392,9606.ENSP00000393963,9606.ENSP00000395196,9606.ENSP00000402084,9606.ENSP00000402373,9606.ENSP00000406873,9606.ENSP00000408295,9606.ENSP00000411532,9606.ENSP00000446215,9606.ENSP00000482760	MTHFD1,NEK9,KIF17,KIF23,KIF11,PEBP1,ATP5B,POLQ,SLIT1,UBE2Q2,TP53,CTSK,HSD17B12,BUB1B,MAP4K2,PLK1,AURKB,KIF15,PIF1,DGKA,HSP90AA1,HMGB1,RPL22,PIP4K2C,CDC42BPA,NEK2,KIF14,CD1C,MKI67,TARS2,CMPK1,RAD54L,KIF2C,ACOT7,ITM2B,POLR2B,CDK8,RAD51,CIT,CDK1,ATL3,MDK,KIF4B,CHEK1,MYO1A,KIFC1,EARS2,WEE1,ACTA2,PAK6,RFC5,TOP2A,RAN,PCSK6
GO Function	GO:0004518	Nuclease activity	11	200	0.57	0.0368	9606.ENSP00000265564,9606.ENSP00000278572,9606.ENSP00000302046,9606.ENSP00000303276,9606.ENSP00000313140,9606.ENSP00000315476,9606.ENSP00000321711,9606.ENSP00000355506,9606.ENSP00000361433,9606.ENSP00000368984,9606.ENSP00000389182	EXOSC7,RPS3,RNASE6,RNASE2,EXD2,EXOSC4,DIS3L,EXO1,EXOSC2,EXOSC9,RPP30
GO Function	GO:0016887	ATPase activity	16	393	0.44	0.0452	9606.ENSP00000215375,9606.ENSP00000247986,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000264233,9606.ENSP00000324020,9606.ENSP00000328174,9606.ENSP00000335153,9606.ENSP00000356319,9606.ENSP00000361043,9606.ENSP00000361298,9606.ENSP00000372088,9606.ENSP00000387875,9606.ENSP00000393392,9606.ENSP00000393963,9606.ENSP00000411532	ATP5D,KIF17,KIF23,KIF11,POLQ,KIF15,PIF1,HSP90AA1,KIF14,RAD54L,KIF2C,RAD51,KIF4B,MYO1A,KIFC1,TOP2A
GO Function	GO:0019900	Kinase binding	24	742	0.34	0.0475	9606.ENSP00000238616,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000261313,9606.ENSP00000262662,9606.ENSP00000263753,9606.ENSP00000269305,9606.ENSP00000278572,9606.ENSP00000294066,9606.ENSP00000300093,9606.ENSP00000311083,9606.ENSP00000313950,9606.ENSP00000335153,9606.ENSP00000342307,9606.ENSP00000356319,9606.ENSP00000368664,9606.ENSP00000377793,9606.ENSP00000402373,9606.ENSP00000408910,9606.ENSP00000411532,9606.ENSP00000432412,9606.ENSP00000456348,9606.ENSP00000480158,9606.ENSP00000481110	NEK9,CCNB1,KIF11,PEBP1,CDKN2C,SGOL1,TP53,RPS3,MAP4K2,PLK1,CKS1B,AURKB,HSP90AA1,FOXM1,KIF14,RGCC,PRC1,ACTA2,DCTN2,TOP2A,ATG13,PARP6,POLR2A,FAM83D
GO Component	GO:0043232	Intracellular non-membrane-bounded organelle	129	4880	0.25	1.33e-09	9606.ENSP00000219252,9606.ENSP00000220514,9606.ENSP00000240423,9606.ENSP00000243167,9606.ENSP00000247191,9606.ENSP00000247986,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000261520,9606.ENSP00000261881,9606.ENSP00000262030,9606.ENSP00000263753,9606.ENSP00000264233,9606.ENSP00000265564,9606.ENSP00000269305,9606.ENSP00000271452,9606.ENSP00000275517,9606.ENSP00000278572,9606.ENSP00000279242,9606.ENSP00000285116,9606.ENSP00000287598,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000300035,9606.ENSP00000300093,9606.ENSP00000301788,9606.ENSP00000305204,9606.ENSP00000311430,9606.ENSP00000313140,9606.ENSP00000313950,9606.ENSP00000315397,9606.ENSP00000315476,9606.ENSP00000318094,9606.ENSP00000319417,9606.ENSP00000321711,9606.ENSP00000322419,9606.ENSP00000324020,9606.ENSP00000324124,9606.ENSP00000328174,9606.ENSP00000331019,9606.ENSP00000335463,9606.ENSP00000341885,9606.ENSP00000342307,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000346697,9606.ENSP00000347883,9606.ENSP00000349238,9606.ENSP00000350024,9606.ENSP00000355731,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000356840,9606.ENSP00000357206,9606.ENSP00000357643,9606.ENSP00000358151,9606.ENSP00000359345,9606.ENSP00000359688,9606.ENSP00000359939,9606.ENSP00000360021,9606.ENSP00000360065,9606.ENSP00000360540,9606.ENSP00000360939,9606.ENSP00000360944,9606.ENSP00000361298,9606.ENSP00000361433,9606.ENSP00000361540,9606.ENSP00000361626,9606.ENSP00000362146,9606.ENSP00000363055,9606.ENSP00000363676,9606.ENSP00000364635,9606.ENSP00000365255,9606.ENSP00000366237,9606.ENSP00000367263,9606.ENSP00000368664,9606.ENSP00000368984,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000376306,9606.ENSP00000377793,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000379888,9606.ENSP00000380024,9606.ENSP00000380256,9606.ENSP00000380349,9606.ENSP00000385510,9606.ENSP00000387875,9606.ENSP00000388648,9606.ENSP00000389182,9606.ENSP00000393392,9606.ENSP00000393963,9606.ENSP00000402084,9606.ENSP00000402373,9606.ENSP00000403172,9606.ENSP00000406873,9606.ENSP00000408295,9606.ENSP00000408910,9606.ENSP00000409463,9606.ENSP00000410452,9606.ENSP00000411532,9606.ENSP00000414321,9606.ENSP00000415430,9606.ENSP00000416673,9606.ENSP00000418268,9606.ENSP00000434024,9606.ENSP00000434614,9606.ENSP00000435777,9606.ENSP00000438553,9606.ENSP00000446215,9606.ENSP00000448012,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000449884,9606.ENSP00000453302,9606.ENSP00000453403,9606.ENSP00000477781,9606.ENSP00000478320,9606.ENSP00000480158,9606.ENSP00000481103,9606.ENSP00000481110	POLR2C,OIP5,NCAPH,FAAH,DLGAP5,KIF17,CCNB1,MDM2,KIF23,KIF11,ICE2,TIPIN,ATP5B,SGOL1,POLQ,EXOSC7,TP53,NUF2,CDCA5,RPS3,MRPL49,SKA1,BUB1B,CCNB2,MAD2L1,KIAA0101,PLK1,POLR2G,CKAP2L,RPL4,EXD2,AURKB,MRPS31,EXOSC4,SCMH1,SKA3,DIS3L,RPLP2,KIF15,POLR2L,PIF1,RPS27L,CASC5,RPS2,FOXM1,HMGB1,RPLP1,RPS17,RPL22,BMF,PLEKHA7,CCDC88B,SLC29A2,CDC42BPA,CENPF,DTL,NEK2,KIF14,ASPM,POU2F1,NES,MKI67,HIST2H2BE,RPL5,RPF1,EXOSC1,GNG12,WDR78,CEP55,CMPK1,STIL,KIF2C,EXOSC2,CDC20,YBX1,CDCA8,ZWINT,RPL11,PADI2,ANKRD26,DFFA,AHNAK,RGCC,EXOSC9,CDK8,RAD51,CIT,PRC1,SIN3A,CDK1,RPS8,ING4,CCNF,CAPN3,GPSM2,KIF4B,CHEK1,RPP30,MYO1A,KIFC1,WEE1,ACTA2,RPL6,PAK6,RFC5,DCTN2,ZNF740,STMN1,TOP2A,RPS24,GTSE1,PATL2,MCM10,H2AFX,CDC27,RPS13,H2AFJ,RAN,CEP290,DDIT3,RPLP0,MRPL42,ADAM8,NUSAP1,TPT1,ATXN3,POLR2A,E2F8,FAM83D
GO Component	GO:0005819	Spindle	28	353	0.73	1.51e-09	9606.ENSP00000247191,9606.ENSP00000256442,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000263753,9606.ENSP00000278572,9606.ENSP00000285116,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000305204,9606.ENSP00000313950,9606.ENSP00000319417,9606.ENSP00000324020,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000361298,9606.ENSP00000361540,9606.ENSP00000362146,9606.ENSP00000377793,9606.ENSP00000378699,9606.ENSP00000385510,9606.ENSP00000393963,9606.ENSP00000453403,9606.ENSP00000477781,9606.ENSP00000481110	DLGAP5,CCNB1,KIF23,KIF11,SGOL1,RPS3,SKA1,BUB1B,MAD2L1,PLK1,CKAP2L,AURKB,SKA3,KIF15,CENPF,NEK2,KIF14,ASPM,KIF2C,CDC20,CDCA8,PRC1,CDK1,GPSM2,KIFC1,NUSAP1,TPT1,FAM83D
GO Component	GO:0015630	Microtubule cytoskeleton	53	1219	0.47	1.71e-09	9606.ENSP00000219252,9606.ENSP00000247191,9606.ENSP00000247986,9606.ENSP00000256442,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000263753,9606.ENSP00000269305,9606.ENSP00000278572,9606.ENSP00000285116,9606.ENSP00000287598,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000300035,9606.ENSP00000300093,9606.ENSP00000305204,9606.ENSP00000313950,9606.ENSP00000319417,9606.ENSP00000321711,9606.ENSP00000324020,9606.ENSP00000347883,9606.ENSP00000349238,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000360065,9606.ENSP00000360540,9606.ENSP00000360944,9606.ENSP00000361298,9606.ENSP00000361540,9606.ENSP00000362146,9606.ENSP00000365255,9606.ENSP00000368664,9606.ENSP00000372088,9606.ENSP00000377793,9606.ENSP00000378699,9606.ENSP00000380256,9606.ENSP00000385510,9606.ENSP00000387875,9606.ENSP00000388648,9606.ENSP00000393963,9606.ENSP00000408910,9606.ENSP00000410452,9606.ENSP00000415430,9606.ENSP00000434024,9606.ENSP00000434614,9606.ENSP00000446215,9606.ENSP00000448012,9606.ENSP00000453403,9606.ENSP00000477781,9606.ENSP00000481110	POLR2C,DLGAP5,KIF17,CCNB1,KIF23,KIF11,SGOL1,TP53,RPS3,SKA1,BUB1B,CCNB2,MAD2L1,KIAA0101,PLK1,CKAP2L,AURKB,SKA3,DIS3L,KIF15,PLEKHA7,CCDC88B,CENPF,DTL,NEK2,KIF14,ASPM,WDR78,CEP55,STIL,KIF2C,CDC20,CDCA8,ANKRD26,RGCC,RAD51,PRC1,CDK1,CCNF,GPSM2,KIF4B,CHEK1,KIFC1,DCTN2,STMN1,GTSE1,H2AFX,CDC27,RAN,CEP290,NUSAP1,TPT1,FAM83D
GO Component	GO:0032991	Protein-containing complex	130	5073	0.24	2.01e-09	9606.ENSP00000215375,9606.ENSP00000219252,9606.ENSP00000236273,9606.ENSP00000240423,9606.ENSP00000247986,9606.ENSP00000250498,9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000256996,9606.ENSP00000258149,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000261520,9606.ENSP00000261531,9606.ENSP00000261881,9606.ENSP00000262030,9606.ENSP00000265564,9606.ENSP00000267082,9606.ENSP00000269305,9606.ENSP00000271452,9606.ENSP00000278572,9606.ENSP00000279242,9606.ENSP00000282251,9606.ENSP00000285116,9606.ENSP00000287598,9606.ENSP00000288207,9606.ENSP00000294785,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000301587,9606.ENSP00000301788,9606.ENSP00000306003,9606.ENSP00000311083,9606.ENSP00000311430,9606.ENSP00000313950,9606.ENSP00000313967,9606.ENSP00000315397,9606.ENSP00000315476,9606.ENSP00000319417,9606.ENSP00000321711,9606.ENSP00000322419,9606.ENSP00000324020,9606.ENSP00000324124,9606.ENSP00000331019,9606.ENSP00000335153,9606.ENSP00000335193,9606.ENSP00000338887,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000346697,9606.ENSP00000347883,9606.ENSP00000349142,9606.ENSP00000355206,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356840,9606.ENSP00000357881,9606.ENSP00000358151,9606.ENSP00000358737,9606.ENSP00000359224,9606.ENSP00000359345,9606.ENSP00000359688,9606.ENSP00000359939,9606.ENSP00000360021,9606.ENSP00000360065,9606.ENSP00000361043,9606.ENSP00000361298,9606.ENSP00000361433,9606.ENSP00000361540,9606.ENSP00000361626,9606.ENSP00000362146,9606.ENSP00000362688,9606.ENSP00000363676,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000366237,9606.ENSP00000368984,9606.ENSP00000370625,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000373474,9606.ENSP00000376056,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000379888,9606.ENSP00000380024,9606.ENSP00000380256,9606.ENSP00000380349,9606.ENSP00000385510,9606.ENSP00000386187,9606.ENSP00000387875,9606.ENSP00000388648,9606.ENSP00000389182,9606.ENSP00000393392,9606.ENSP00000393963,9606.ENSP00000399970,9606.ENSP00000402373,9606.ENSP00000403172,9606.ENSP00000408295,9606.ENSP00000408910,9606.ENSP00000411532,9606.ENSP00000412292,9606.ENSP00000414321,9606.ENSP00000418268,9606.ENSP00000432412,9606.ENSP00000434024,9606.ENSP00000434614,9606.ENSP00000435777,9606.ENSP00000438553,9606.ENSP00000439403,9606.ENSP00000446215,9606.ENSP00000448012,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000449884,9606.ENSP00000452120,9606.ENSP00000452697,9606.ENSP00000452780,9606.ENSP00000453302,9606.ENSP00000480158,9606.ENSP00000481103,9606.ENSP00000481126,9606.ENSP00000481920,9606.ENSP00000484689	ATP5D,POLR2C,SYF2,NCAPH,KIF17,DAD1,SESN2,CCNB1,DDB2,MDM2,KIF23,KIF11,ICE2,SNW1,TIPIN,ATP5B,EXOSC7,ITGB7,TP53,NUF2,RPS3,MRPL49,CWF19L2,SKA1,BUB1B,CCNB2,NCSTN,MAD2L1,PLK1,ATP5H,POLR2G,ATP5I,CKS1B,RPL4,AURKB,C1QB,MRPS31,EXOSC4,SKA3,DIS3L,RPLP2,KIF15,POLR2L,RPS27L,HSP90AA1,VPS39,LRRC8D,HNRNPA1,RPS2,HMGB1,RPLP1,RPS17,RPL22,BMF,PLEKHA7,ATP5C1,MT-ND3,CENPF,DTL,NEK2,KIF14,POU2F1,IKZF5,HIST2H2BE,ATP5F1,ALG14,RPL5,RPF1,EXOSC1,GNG12,WDR78,RAD54L,KIF2C,EXOSC2,CDC20,YBX1,CDCA8,EIF3I,RPL11,C1QC,C1QA,DFFA,EXOSC9,POLR2B,CDK8,RAD51,METTL14,EEF1B2,SIN3A,CDK1,RPS8,ING4,CCNF,CAPN3,GPSM2,IFITM1,KIF4B,CHEK1,RPP30,MYO1A,KIFC1,PPP2R2D,ACTA2,RPL6,RFC5,DCTN2,TOP2A,DEPDC1,RPS24,MCM10,ATG13,H2AFX,CDC27,RPS13,H2AFJ,ANAPC15,RAN,CEP290,DDIT3,RPLP0,MRPL42,ITGA7,SEC11A,B2M,ADAM8,POLR2A,E2F8,VPS11,MED6,IFITM2
GO Component	GO:0005813	Centrosome	33	565	0.59	1.87e-08	9606.ENSP00000247191,9606.ENSP00000256442,9606.ENSP00000260363,9606.ENSP00000263753,9606.ENSP00000269305,9606.ENSP00000288207,9606.ENSP00000300035,9606.ENSP00000300093,9606.ENSP00000305204,9606.ENSP00000313950,9606.ENSP00000319417,9606.ENSP00000321711,9606.ENSP00000324020,9606.ENSP00000347883,9606.ENSP00000349238,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356379,9606.ENSP00000360540,9606.ENSP00000360944,9606.ENSP00000361298,9606.ENSP00000361540,9606.ENSP00000365255,9606.ENSP00000368664,9606.ENSP00000378699,9606.ENSP00000380256,9606.ENSP00000385510,9606.ENSP00000388648,9606.ENSP00000408910,9606.ENSP00000434024,9606.ENSP00000434614,9606.ENSP00000448012	DLGAP5,CCNB1,KIF23,SGOL1,TP53,CCNB2,KIAA0101,PLK1,CKAP2L,AURKB,SKA3,DIS3L,KIF15,PLEKHA7,CCDC88B,CENPF,DTL,NEK2,ASPM,CEP55,STIL,KIF2C,CDC20,ANKRD26,RGCC,CDK1,CCNF,GPSM2,CHEK1,DCTN2,H2AFX,CDC27,CEP290
GO Component	GO:0022626	Cytosolic ribosome	15	97	1.02	2.29e-08	9606.ENSP00000278572,9606.ENSP00000311430,9606.ENSP00000322419,9606.ENSP00000331019,9606.ENSP00000341885,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000359345,9606.ENSP00000363676,9606.ENSP00000379888,9606.ENSP00000403172,9606.ENSP00000414321,9606.ENSP00000435777,9606.ENSP00000449328	RPS3,RPL4,RPLP2,RPS27L,RPS2,RPLP1,RPS17,RPL22,RPL5,RPL11,RPS8,RPL6,RPS24,RPS13,RPLP0
GO Component	GO:0005815	Microtubule organizing center	38	761	0.53	3.49e-08	9606.ENSP00000247191,9606.ENSP00000247986,9606.ENSP00000256442,9606.ENSP00000260363,9606.ENSP00000263753,9606.ENSP00000269305,9606.ENSP00000287598,9606.ENSP00000288207,9606.ENSP00000300035,9606.ENSP00000300093,9606.ENSP00000305204,9606.ENSP00000313950,9606.ENSP00000319417,9606.ENSP00000321711,9606.ENSP00000324020,9606.ENSP00000347883,9606.ENSP00000349238,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356379,9606.ENSP00000360540,9606.ENSP00000360944,9606.ENSP00000361298,9606.ENSP00000361540,9606.ENSP00000365255,9606.ENSP00000368664,9606.ENSP00000372088,9606.ENSP00000378699,9606.ENSP00000380256,9606.ENSP00000385510,9606.ENSP00000388648,9606.ENSP00000393963,9606.ENSP00000408910,9606.ENSP00000434024,9606.ENSP00000434614,9606.ENSP00000446215,9606.ENSP00000448012	DLGAP5,KIF17,CCNB1,KIF23,SGOL1,TP53,BUB1B,CCNB2,KIAA0101,PLK1,CKAP2L,AURKB,SKA3,DIS3L,KIF15,PLEKHA7,CCDC88B,CENPF,DTL,NEK2,ASPM,CEP55,STIL,KIF2C,CDC20,ANKRD26,RGCC,RAD51,CDK1,CCNF,GPSM2,CHEK1,KIFC1,DCTN2,H2AFX,CDC27,RAN,CEP290
GO Component	GO:0000775	Chromosome, centromeric region	19	193	0.82	6.19e-08	9606.ENSP00000220514,9606.ENSP00000256442,9606.ENSP00000263753,9606.ENSP00000271452,9606.ENSP00000275517,9606.ENSP00000285116,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000319417,9606.ENSP00000335463,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000361298,9606.ENSP00000362146,9606.ENSP00000363055,9606.ENSP00000378402,9606.ENSP00000408910	OIP5,CCNB1,SGOL1,NUF2,CDCA5,SKA1,BUB1B,MAD2L1,PLK1,AURKB,SKA3,CASC5,CENPF,NEK2,KIF2C,CDCA8,ZWINT,SIN3A,DCTN2
GO Component	GO:0000793	Condensed chromosome	20	216	0.79	6.19e-08	9606.ENSP00000240423,9606.ENSP00000256442,9606.ENSP00000263753,9606.ENSP00000271452,9606.ENSP00000285116,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000319417,9606.ENSP00000335463,9606.ENSP00000345347,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000372088,9606.ENSP00000388648,9606.ENSP00000411532,9606.ENSP00000434024	NCAPH,CCNB1,SGOL1,NUF2,SKA1,BUB1B,MAD2L1,PLK1,AURKB,SKA3,CASC5,HMGB1,CENPF,NEK2,KIF2C,ZWINT,RAD51,CHEK1,TOP2A,H2AFX
GO Component	GO:0000776	Kinetochore	16	134	0.9	1.09e-07	9606.ENSP00000256442,9606.ENSP00000263753,9606.ENSP00000271452,9606.ENSP00000285116,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000319417,9606.ENSP00000335463,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000378402,9606.ENSP00000408910	CCNB1,SGOL1,NUF2,SKA1,BUB1B,MAD2L1,PLK1,AURKB,SKA3,CASC5,CENPF,NEK2,KIF2C,ZWINT,SIN3A,DCTN2
GO Component	GO:0044391	Ribosomal subunit	18	178	0.83	1.09e-07	9606.ENSP00000278572,9606.ENSP00000279242,9606.ENSP00000311430,9606.ENSP00000315397,9606.ENSP00000322419,9606.ENSP00000331019,9606.ENSP00000341885,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000359345,9606.ENSP00000363676,9606.ENSP00000379888,9606.ENSP00000403172,9606.ENSP00000414321,9606.ENSP00000435777,9606.ENSP00000449328,9606.ENSP00000449884	RPS3,MRPL49,RPL4,MRPS31,RPLP2,RPS27L,RPS2,RPLP1,RPS17,RPL22,RPL5,RPL11,RPS8,RPL6,RPS24,RPS13,RPLP0,MRPL42
GO Component	GO:0072686	Mitotic spindle	15	121	0.92	1.99e-07	9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000278572,9606.ENSP00000285116,9606.ENSP00000296509,9606.ENSP00000305204,9606.ENSP00000313950,9606.ENSP00000319417,9606.ENSP00000356379,9606.ENSP00000377793,9606.ENSP00000378699,9606.ENSP00000385510,9606.ENSP00000393963,9606.ENSP00000453403,9606.ENSP00000481110	KIF23,KIF11,RPS3,SKA1,MAD2L1,CKAP2L,AURKB,SKA3,ASPM,PRC1,CDK1,GPSM2,KIFC1,NUSAP1,FAM83D
